dataset_doi,class_id,class_label,split,sample_id,mode,archive_member,local_relative_path,bytes,sha256
10.5281/zenodo.18061204,class17,Oolite,test,20,PPL,carbonate_1223/PPL-1223/test/class17/20.jpg,data/raw/PPL/test/class17_oolite/20.jpg,512196,9296eaccb429d713da56104f2413639a6666b58b29a639f235209223e6eb7808
10.5281/zenodo.18061204,class17,Oolite,test,7,PPL,carbonate_1223/PPL-1223/test/class17/7.jpg,data/raw/PPL/test/class17_oolite/7.jpg,588051,f995b6d8d5565eed5ef1f410b6981ef600f8243309395a669fa790711ab14bb3
10.5281/zenodo.18061204,class22,Pore,test,Vug.114,PPL,carbonate_1223/PPL-1223/test/class22/Vug.114.jpg,data/raw/PPL/test/class22_pore/Vug.114.jpg,786869,d406b7630718f300b43d3ef71ed3350a9b75cd5f3c94b6aa274d7ac57f27bb52
10.5281/zenodo.18061204,class22,Pore,test,Vug.527,PPL,carbonate_1223/PPL-1223/test/class22/Vug.527.jpg,data/raw/PPL/test/class22_pore/Vug.527.jpg,899613,e46427bfe979a9755930b060d198a401850bd57e8bbb212f720f9612afe3f39f
10.5281/zenodo.18061204,class22,Pore,test,Vug.560,PPL,carbonate_1223/PPL-1223/test/class22/Vug.560.jpg,data/raw/PPL/test/class22_pore/Vug.560.jpg,810358,a2937de8092ad42c412e5381fded26584dae619c19b441cff622444f9ec78f47
10.5281/zenodo.18061204,class22,Pore,test,Vug.598,PPL,carbonate_1223/PPL-1223/test/class22/Vug.598.jpg,data/raw/PPL/test/class22_pore/Vug.598.jpg,711386,a82b4539368a4c1cd1467b2d9d3160a0070fb0135318356f65e5988e5ea9e246
10.5281/zenodo.18061204,class22,Pore,test,Vug.824,PPL,carbonate_1223/PPL-1223/test/class22/Vug.824.jpg,data/raw/PPL/test/class22_pore/Vug.824.jpg,428627,f747c7f2d0a05859ba1b5cdfbdc5df57790cea3de4640f8f1c973f00719513fb
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.1002,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.1002.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.1002.jpg,650952,0a13b8e4de50541812aa2418413f553f124d9608e2b6357d904652283a7d11a6
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.1047,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.1047.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.1047.jpg,557364,5b205fb482f2464083d11e85c5635790da4762e3055808b39a218fcfab8f66e2
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.1072,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.1072.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.1072.jpg,424470,4a5768dbb57935acf24903509238f10137bb2b5ba8b06f09324acb3ec61ecc4e
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.1116,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.1116.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.1116.jpg,618976,5167e1abaad211fdc4eb9dfd72082d9bc8b40a7ddb7543ed7b59a9e392cc5a9a
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.118,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.118.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.118.jpg,801295,046f4191d1120a426afbabbcae7bdae66a36c28fc62bff8a97cff293e39c83a5
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.370,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.370.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.370.jpg,568581,be41772101d073a3905a27233fb415b7e25a745932e5319ff9ab52aed07b63e3
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.383,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.383.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.383.jpg,711402,062c4f8e204f2f3112cf701f5c0e6125b7397c87c9234b8662ddc2b71b0abbb8
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.399,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.399.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.399.jpg,564362,60ed558954215e8c154e2e03d16451c64367392255ca74af067809bc82db6d45
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.402,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.402.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.402.jpg,561469,cc041f42d5c9d9dd901ae4d0ff3526051f1a9ee401afd265ebb80ad79e49b693
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.442,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.442.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.442.jpg,607872,7390ffd93b430bc73fa5235027831dc33e75fe3eef935fff8f8cc630c55a7fbc
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.465,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.465.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.465.jpg,515047,75618f4c1a330c913cbe86d604b449a675a1ea769df511d1e6750ec72516d351
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.531,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.531.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.531.jpg,339135,9f72299dbde74f30bd548c8313900753547155801a076f6bce561dfca0e15a22
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.595,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.595.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.595.jpg,609174,130729da95c2b479d85ac7f6564a6f4d2b08b236ec80a8fe6d104d530a626866
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.597,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.597.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.597.jpg,398950,46f5b98d2fecf2bc623d7c0aa5dca99f3b29408b2257f90553835b0f9b17c6ad
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.601,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.601.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.601.jpg,621464,0ccc8efd21f263cb05614027eb5b5935020e838c20ca32d682da983261c42c54
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.608,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.608.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.608.jpg,641526,e8eb6001905a3c9ec202016a67ed3fd0c7680617a6a3ecdabae9393e70f68285
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.622,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.622.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.622.jpg,316966,81cefcf733cfbdab4cf66d855b2f34c436d2bd81af79c5c297afcdf956d86398
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.638,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.638.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.638.jpg,687108,91dc7f6e1ba71151537bb658f95b8be151d0e10cbbe0731b225ab604d3a466e5
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.642,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.642.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.642.jpg,518551,a1787ccddebfe0589bb7c801063e8668c4753d7efc073d840fc9eb957668d3bd
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.643,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.643.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.643.jpg,607750,1cdec7b4e80de74e2aa173c05cf3b54fcb8047f4346d053eac4922a09903846c
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.650,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.650.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.650.jpg,713326,4546c0f7f3ec1df85e0f5870d0dd3c8fb85b25fca2be9d5e5e216eae0c23f456
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.653,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.653.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.653.jpg,648407,ae28ca994c6f78a2fcb7b17ffdb3ee699ed0138ff20982e10ed55187db93663a
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.741,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.741.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.741.jpg,669785,4efa92d1a31f4eb1c6c9efdbf328ffdbdaa8aa340576b01286f547eb4d30e038
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.765,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.765.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.765.jpg,644581,9c114c3f8e224ac5d1789ccf7e3765db5a393c999ed62427bf070cbc2d4e00e1
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.793,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.793.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.793.jpg,671786,c7687c5e1aded1cb69472824fc89828dcc227da48ec0d4f973330729f1b26aaf
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.796,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.796.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.796.jpg,552558,c73c082b2919678b0897d3cc0d69657a3ca621eaa36c9cc54ee4e94d9335af48
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.805,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.805.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.805.jpg,740256,36b73051047dce6d82755ad6160df48d40a48df403cef93ab7a7b3ff4f15dd76
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.850,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.850.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.850.jpg,512232,c054aebbd11c5387ee91cfd996830bbaabed70d868b45ed2e617d760459d573f
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.876,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.876.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.876.jpg,650410,ae92b210d2f6fd881147d067f1056526539174d40452b545365e3de31a169447
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.9,PPL,carbonate_1223/PPL-1223/train/class10/Fracture.9.jpg,data/raw/PPL/train/class10_cemented_fracture/Fracture.9.jpg,491765,4e9381c84ac784e3000132925e1a7b1cbebe3c340e412988d5618e9688aa81e5
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1022,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1022.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1022.jpg,579038,cd204101831790a659d17d495b10f3aa1dcec1b2c78cbb333c91db6c47331c5f
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1189,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1189.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1189.jpg,531238,d060cd3039f5561cdf1ec6c6c4f9988df6043753111010462e369235ec444ef6
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1267,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1267.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1267.jpg,712546,ba6e4ce44b2ee2fefe4f693c919a2f78a30c999a2fe240a2d5e93b5e5ad278a3
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1278,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1278.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1278.jpg,594336,db4dfd5ab17f64dd22495510fe6837f8305efc9262a93dff4ad87f76c449b1e3
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1403,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1403.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1403.jpg,634747,e6c43f2dfaf03f5ad0e134adbe928495d40a4af792e09aa9b7408eebeb38ea9d
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1410,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1410.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1410.jpg,569747,c2aeb81d8b96d49eccc358d9e5d47e170ffa2f401cf1e20bfec3675f9f0ae5a2
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.153,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.153.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.153.jpg,510053,ee0dcad39c867971f5019d18b4afb098db71ee3e42b237fb52d63e2d25782344
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1548,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1548.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1548.jpg,798304,df5f44088ea6ee63fd11ad7c413eff12f653bcc85a819e68a5c5e36849ad6750
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1737,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1737.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1737.jpg,468510,f04e3247af4a1ca59eeee1051774fcaefaa15fcc4945619de0d68c0dbfd6f8a5
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.174,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.174.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.174.jpg,482696,79de9a4da9d1153eaa7ba07e782efc645c2402470e52d4d3ec7a506809ba9822
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.1823,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.1823.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.1823.jpg,500547,e33c5e941106dff07d399e88bcc04bdcd32fc2bfe024743e053a2017adec3a7b
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.20,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.20.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.20.jpg,591458,6614323885eb4d2428dd7ccc183e1b89242507de51d13babbde695affda68ee2
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2118,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2118.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2118.jpg,569177,cba0c96c514cc1999edba6243b4b318ee5352b1d68e48fddbb9213df81f1a97b
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2209,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2209.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2209.jpg,528031,a8975f8d7a2dc81000f8aca5496df52061f78d9792475202cb6d14bcb40c7759
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2460,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2460.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2460.jpg,935121,6a661e55dfcf7672b3ec1fc717fe3301ddcb5ccece6e3e515126b796919f5526
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2485,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2485.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2485.jpg,842776,90d1693a595a6e4cdd9e765eb7260015fe8f01cb1a51455835860d57609237a7
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2486,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2486.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2486.jpg,828810,fc1019039b881e33e5a0c816b7728263ad9375f81da9f524e8cf31261ab7696d
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2564,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2564.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2564.jpg,856270,b5f5876684ac276e435261b12678dd3ca523e544a271e4eae451390e0baefd85
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2586,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2586.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2586.jpg,756947,50a27e485ad7040a4ccfb6508acbd1f4dbb638b6908151df6e7095f42cc65be2
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2648,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2648.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2648.jpg,751040,59ad18a64fa8be221bf48fa46992a31bcb89ae8a45c1c38e812046af4d9ceecb
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2669,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2669.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2669.jpg,831104,e3ecee70e2fe10436aa7c4ab30a8636ebd573b4059973b023e92fddd83477d97
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2697,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2697.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2697.jpg,602023,7e981a6edc960b652cdced71f31cf40b756db859bdb578cb4dddccdb6fd0b652
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2836,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2836.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2836.jpg,642496,989a96fbde13c7e877c51d7720ce82b202373b501618e045b286e68d36bdc8fc
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2884,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2884.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2884.jpg,495546,d8a3be2d6986cd7d0f73eb16404499bd902c9a8ff6f0c74e4300e72059d70ae1
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.2959,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.2959.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.2959.jpg,519216,3e35beedf550e8689bc2a8c495bcbe7463b5f671e62d27e0f54e03f1aee260a2
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.34,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.34.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.34.jpg,340166,30fc173f3ef1cfee94aee23871863225050ef29409b2bff674158004208c154f
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.379,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.379.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.379.jpg,834419,470b52619d5b5d037ab791ab4781ff4899eeda9018341e5ada4faf59a0ce463d
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.403,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.403.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.403.jpg,584884,bd3baf308c20cf7ea0e679a9b4b73421db01c90d600ff33807ffae0966dc5a4f
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.758,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.758.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.758.jpg,716726,39b6c007a2f7c0b25226d324733862e7ab752e5ac9ab20aac8683dfeaa3313ef
10.5281/zenodo.18061204,class13,Micritic limestone,train,Micritic_limestone.759,PPL,carbonate_1223/PPL-1223/train/class13/Micritic_limestone.759.jpg,data/raw/PPL/train/class13_micritic_limestone/Micritic_limestone.759.jpg,751950,73b34165e47e2df08f925e2d72c2d208dc31890fa0373949adf63dfec8ffad92
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.100,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.100.jpg,data/raw/PPL/train/class17_oolite/Oolitic.100.jpg,477322,ad71c266652757a062a61864fe9832d84d4d874c1c41f74da5ec5c42235bdbbe
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.102,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.102.jpg,data/raw/PPL/train/class17_oolite/Oolitic.102.jpg,504563,340e689462697f64df9fa189062d5d112012373663746a8a40a3b557ce8c2066
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.103,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.103.jpg,data/raw/PPL/train/class17_oolite/Oolitic.103.jpg,463626,2eba218de8e3880845f220940cb4e9325b05595868bacba605532ce23167b504
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.11,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.11.jpg,data/raw/PPL/train/class17_oolite/Oolitic.11.jpg,594020,7ee88f57509201659bd90af3be11dfb1c5e0766c5805f3538838c3c8951e4877
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.115,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.115.jpg,data/raw/PPL/train/class17_oolite/Oolitic.115.jpg,548702,9f62a9e9fbfd54fcf47345006438001468ec3090b3cffb4f416b8d59ce8b74bc
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.116,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.116.jpg,data/raw/PPL/train/class17_oolite/Oolitic.116.jpg,495720,2a90fa3dd9243f61635ad918ac1c751edd32671d175de5724e3886deb09caaa9
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.129,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.129.jpg,data/raw/PPL/train/class17_oolite/Oolitic.129.jpg,634326,f69dfaf43b37725b2f114753725624e4bbfa5e170aa4b2e7e89457384bc8291e
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.137,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.137.jpg,data/raw/PPL/train/class17_oolite/Oolitic.137.jpg,701034,dcbe06b10c7966832e1ad2f7007ade8662799cf93999559a5273d385b1de2d5b
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.139,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.139.jpg,data/raw/PPL/train/class17_oolite/Oolitic.139.jpg,798181,470ff6861699458226181b1ae21addac704f7dfbabd924dfcff46c05501daffd
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.142,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.142.jpg,data/raw/PPL/train/class17_oolite/Oolitic.142.jpg,758389,f4be6c88fb395412f93dccd12625ab4ad9c7e14c3dc13ab2b14c40979ae76cb2
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.147,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.147.jpg,data/raw/PPL/train/class17_oolite/Oolitic.147.jpg,893862,a5a7940ca49ce2c4f5fe1dd256da52cfa606df3eb8a4b0235889f1f81a6d3ca0
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.15,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.15.jpg,data/raw/PPL/train/class17_oolite/Oolitic.15.jpg,841224,633418a4ea0f358716f185ddfa13a901090526909ccf499dc5f6ef730056ea67
