embedding_row,sample_id,mode,split,class_name,path
158,Micritic_limestone.2217,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2217.jpg
159,Micritic_limestone.2253,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2253.jpg
160,Micritic_limestone.2260,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2260.jpg
161,Micritic_limestone.2273,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2273.jpg
162,Micritic_limestone.23,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.23.jpg
163,Micritic_limestone.2563,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2563.jpg
164,Micritic_limestone.2613,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2613.jpg
165,Micritic_limestone.2839,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2839.jpg
166,Micritic_limestone.2851,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2851.jpg
167,Micritic_limestone.2862,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2862.jpg
168,Micritic_limestone.2885,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2885.jpg
169,Micritic_limestone.2891,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2891.jpg
170,Micritic_limestone.2913,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2913.jpg
171,Micritic_limestone.2952,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2952.jpg
172,Micritic_limestone.2993,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2993.jpg
173,Micritic_limestone.3006,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.3006.jpg
174,Micritic_limestone.44,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.44.jpg
175,Micritic_limestone.486,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.486.jpg
176,Micritic_limestone.50,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.50.jpg
177,Micritic_limestone.670,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.670.jpg
178,Micritic_limestone.894,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.894.jpg
179,Micritic_limestone.903,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.903.jpg
180,Oolitic.101,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.101.jpg
181,Oolitic.120,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.120.jpg
182,Oolitic.125,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.125.jpg
183,Oolitic.131,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.131.jpg
184,Oolitic.138,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.138.jpg
185,Oolitic.141,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.141.jpg
186,Oolitic.145,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.145.jpg
187,Oolitic.148,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.148.jpg
